Id,Title,IsUpgraded,Tier,TierSource,TrainingLabel,Axes,Tags,UpgradeCost,UpgradeDesc,Cost,Type,Rarity,Pool,Character,Score,Description,Keywords,SynergyAxesSource,Notes,TierModel,TierModelDelta,TierModelScore
CARD.SUNDER,찢기,False,A,ml-published,B,ENERGY,에너지,,"피해를 32 줍니다.
이 카드로 적을 처치 시, [img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img][img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img][img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]을 얻습니다.",3,Attack,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,59,"피해를 24 줍니다.
이 카드로 적을 처치 시, [img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img][img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img][img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]을 얻습니다.",,ENERGY,,A,0,2.90
CARD.SUPERCRITICAL,임계 초과+,True,S,ml-published,S,EXHAUST_TAG;ENERGY,소모;에너지,,,0,Skill,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,74,"6[img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]를 얻습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|ENERGY,,S,0,3.14
CARD.SUPERCRITICAL,임계 초과,False,S,ml-published,A,EXHAUST_TAG;ENERGY,소모;에너지,,"6[img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]를 얻습니다.
[gold]소멸[/gold].",0,Skill,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,71,"4[img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]를 얻습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|ENERGY,,S,0,3.53
CARD.SUPERMASSIVE,초질량+,True,C,ml-published,B,SCALING,,,,1,Attack,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,57,"피해를 5 줍니다.
이번 전투 동안 생성한
카드 1장당 피해량이
4 증가합니다.",,SCALING,,C,-1,1.19
CARD.SUPERMASSIVE,초질량,False,C,ml-published,B,SCALING,,,"피해를 5 줍니다.
이번 전투 동안 생성한
카드 1장당 피해량이
4 증가합니다.",1,Attack,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,54,"피해를 5 줍니다.
이번 전투 동안 생성한
카드 1장당 피해량이
3 증가합니다.",,SCALING,,C,-1,1.16
CARD.SUPPRESS,진압+,True,A,ml-published,A,INNATE_SELF;DEBUFF;WEAK,약화,,,0,Attack,Ancient,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,62,"[gold]선천성[/gold].
피해를 17 줍니다.
[gold]약화[/gold]를 5 부여합니다.",Innate,,,A,0,2.82
CARD.SUPPRESS,진압,False,A,ml-published,B,INNATE_SELF;DEBUFF;WEAK,약화,,"[gold]선천성[/gold].
피해를 17 줍니다.
[gold]약화[/gold]를 5 부여합니다.",0,Attack,Ancient,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,59,"[gold]선천성[/gold].
피해를 11 줍니다.
[gold]약화[/gold]를 3 부여합니다.",Innate,,,A,0,2.27
CARD.SURVIVOR,생존자+,True,B,ml-published,B,BLOCK,방어,,,1,Skill,Basic,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,50,"[gold]방어도[/gold]를 11 얻습니다.
카드를 1장 버립니다.",,BLOCK,,B,0,1.84
CARD.SURVIVOR,생존자,False,B,ml-published,C,BLOCK,방어,,"[gold]방어도[/gold]를 11 얻습니다.
카드를 1장 버립니다.",1,Skill,Basic,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,47,"[gold]방어도[/gold]를 8 얻습니다.
카드를 1장 버립니다.",,BLOCK,,B,0,1.70
CARD.SWEEPING_BEAM,광선 휩쓸기+,True,A,ml-published,B,AOE_OTHER;DRAW;AOE_DAMAGE,드로우;광역,,,1,Attack,Common,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,57,"모든 적에게
피해를 9 줍니다.
카드를 1장 뽑습니다.",,AOE,,A,+1,2.76
CARD.SWEEPING_BEAM,광선 휩쓸기,False,A,ml-published,B,AOE_OTHER;DRAW;AOE_DAMAGE,드로우;광역,,"모든 적에게
피해를 9 줍니다.
카드를 1장 뽑습니다.",1,Attack,Common,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,54,"모든 적에게
피해를 6 줍니다.
카드를 1장 뽑습니다.",,AOE,,A,+1,2.90
CARD.SWEEPING_GAZE,훑어보기+,True,B,ml-published,B,EXHAUST_TAG;AOE_OTHER;ETHEREAL_SELF;RANDOM,소모;주의,,,0,Attack,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,55,"[gold]휘발성[/gold].
[gold]골골이[/gold]가 무작위 적에게
피해를 15 줍니다.
[gold]소멸[/gold].",Ethereal|Exhaust|OstyAttack,EXHAUST|AOE,,B,0,2.12
CARD.SWEEPING_GAZE,훑어보기,False,B,ml-published,B,EXHAUST_TAG;AOE_OTHER;ETHEREAL_SELF;RANDOM,소모;주의,,"[gold]휘발성[/gold].
[gold]골골이[/gold]가 무작위 적에게
피해를 15 줍니다.
[gold]소멸[/gold].",0,Attack,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,52,"[gold]휘발성[/gold].
[gold]골골이[/gold]가 무작위 적에게
피해를 10 줍니다.
[gold]소멸[/gold].",Ethereal|Exhaust|OstyAttack,EXHAUST|AOE,,B,0,2.01
CARD.SWORD_BOOMERANG,부메랑 칼날+,True,C,ml-published,B,RANDOM,주의,,,1,Attack,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,51,"무작위 적에게
피해를 3만큼 4번 줍니다.",,,,C,-1,1.60
CARD.SWORD_BOOMERANG,부메랑 칼날,False,C,ml-published,B,RANDOM,주의,,"무작위 적에게
피해를 3만큼 4번 줍니다.",1,Attack,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,48,"무작위 적에게
피해를 3만큼 3번 줍니다.",,,,C,-1,1.55
CARD.SWORD_SAGE,검성+,True,C,ml-published,B,,,,,1,Power,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,58,"[gold]군주의 칼날[/gold]이 이제
1번 추가로 적중합니다.",,,,C,-1,1.14
CARD.SWORD_SAGE,검성,False,C,ml-published,B,,강화 가치+,1,,2,Power,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,52,"[gold]군주의 칼날[/gold]이 이제
1번 추가로 적중합니다.",,,,C,-1,1.10
CARD.SYNCHRONIZE,동기화+,True,B,ml-published,S,ORB_PRODUCER;EXHAUST_TAG,,,,1,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,75,"영창된 구체의 종류
하나당 이번 턴에
[gold]밀집[/gold]을 2 얻습니다.",Exhaust,ORB,,B,-2,2.25
CARD.SYNCHRONIZE,동기화,False,B,ml-published,S,EXHAUST_TAG;ORB_PRODUCER,소모,,"영창된 구체의 종류
하나당 이번 턴에
[gold]밀집[/gold]을 2 얻습니다.",1,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,78,"영창된 구체의 종류
하나당 이번 턴에
[gold]밀집[/gold]을 2 얻습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|ORB,,B,-2,2.35
CARD.SYNTHESIS,합성+,True,C,ml-published,A,ENERGY,,,,2,Attack,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,65,"피해를 18 줍니다.
다음에 사용하는
파워 카드의 비용이
0 [img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]이 됩니다.",,ENERGY,,C,-2,1.16
CARD.SYNTHESIS,합성,False,C,ml-published,A,ENERGY,,,"피해를 18 줍니다.
다음에 사용하는
파워 카드의 비용이
0 [img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]이 됩니다.",2,Attack,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,62,"피해를 12 줍니다.
다음에 사용하는
파워 카드의 비용이
0 [img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]이 됩니다.",,ENERGY,,C,-2,1.16
CARD.TACTICIAN,전략가+,True,S,ml-published,A,ENERGY;CUNNING_PRODUCER,에너지,,,3,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,68,"[gold]교활[/gold].
[img]res://images/packed/sprite_fonts/silent_energy_icon.png[/img][img]res://images/packed/sprite_fonts/silent_energy_icon.png[/img]를 얻습니다.",Sly,ENERGY,,S,+1,3.76
CARD.TACTICIAN,전략가,False,S,ml-published,A,ENERGY;CUNNING_PRODUCER,에너지,,"[gold]교활[/gold].
[img]res://images/packed/sprite_fonts/silent_energy_icon.png[/img][img]res://images/packed/sprite_fonts/silent_energy_icon.png[/img]를 얻습니다.",3,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,65,"[gold]교활[/gold].
[img]res://images/packed/sprite_fonts/silent_energy_icon.png[/img]를 얻습니다.",Sly,ENERGY,,S,+1,3.79
CARD.TAG_TEAM,태그 팀+,True,B,ml-published,B,,,,,2,Attack,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,51,"피해를 15 줍니다.
다른 플레이어가 다음에
대상 적에게 사용하는
공격 카드가
1번 추가로 사용됩니다.",,,,B,0,1.99
CARD.TAG_TEAM,태그 팀,False,B,ml-published,B,,,,"피해를 15 줍니다.
다른 플레이어가 다음에
대상 적에게 사용하는
공격 카드가
1번 추가로 사용됩니다.",2,Attack,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,48,"피해를 11 줍니다.
다른 플레이어가 다음에
대상 적에게 사용하는
공격 카드가
1번 추가로 사용됩니다.",,,,B,0,1.96
CARD.TANK,탱커+,True,A,ml-published,A,,,,,0,Power,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,61,"적에게 받는 피해가
2배가 됩니다.
아군이 적에게 받는 피해가
절반이 됩니다.",,,,A,0,2.56
CARD.TANK,탱커,False,A,ml-published,B,,강화 가치++,0,,1,Power,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,58,"적에게 받는 피해가
2배가 됩니다.
아군이 적에게 받는 피해가
절반이 됩니다.",,,,A,0,2.43
CARD.TAUNT,도발+,True,B,ml-published,A,BLOCK;DEBUFF;VULN,방어;취약,,,1,Skill,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,71,"[gold]방어도[/gold]를 8 얻습니다.
[gold]취약[/gold]을 2 부여합니다.",,BLOCK,,B,-1,2.54
CARD.TAUNT,도발,False,B,ml-published,A,BLOCK;DEBUFF;VULN,방어;취약,,"[gold]방어도[/gold]를 8 얻습니다.
[gold]취약[/gold]을 2 부여합니다.",1,Skill,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,68,"[gold]방어도[/gold]를 7 얻습니다.
[gold]취약[/gold]을 1 부여합니다.",,BLOCK,,B,-1,2.33
CARD.TEAR_ASUNDER,갈가리 찢기+,True,A,ml-published,B,,,,,2,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,56,"피해를 7 줍니다.
이번 전투 동안 체력을
잃은 횟수만큼 반복합니다.",,,,A,+1,2.72
CARD.TEAR_ASUNDER,갈가리 찢기,False,A,ml-published,B,,,,"피해를 7 줍니다.
이번 전투 동안 체력을
잃은 횟수만큼 반복합니다.",2,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,53,"피해를 5 줍니다.
이번 전투 동안 체력을
잃은 횟수만큼 반복합니다.",,,,A,+1,2.53
CARD.TEMPEST,뇌우+,True,B,ml-published,A,ORB_PRODUCER,,,,0,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,65,[gold]전기[/gold]를 [green]X+1[/green]번 [gold]영창[/gold]합니다.,,,,B,-1,2.08
CARD.TEMPEST,뇌우,False,B,ml-published,A,ORB_PRODUCER,,,,0,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,62,[gold]전기[/gold]를 [green]X+1[/green]번 [gold]영창[/gold]합니다.,,,,B,-1,2.08
CARD.TERRAFORMING,테라포밍+,True,B,ml-published,B,,,,,1,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,55,[gold]활력[/gold]을 8 얻습니다.,,,,B,0,1.46
CARD.TERRAFORMING,테라포밍,False,B,ml-published,B,,,,[gold]활력[/gold]을 8 얻습니다.,1,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,52,[gold]활력[/gold]을 6 얻습니다.,,,,B,0,1.72
CARD.TESLA_COIL,테슬라 코일+,True,A,ml-published,B,,,,,0,Attack,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,57,"피해를 6 줍니다.
대상 적을 상대로
모든 [gold]전기[/gold]를 발동시킵니다.",,,,A,+1,2.86
CARD.TESLA_COIL,테슬라 코일,False,A,ml-published,B,,,,"피해를 6 줍니다.
대상 적을 상대로
모든 [gold]전기[/gold]를 발동시킵니다.",0,Attack,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,54,"피해를 3 줍니다.
대상 적을 상대로
모든 [gold]전기[/gold]를 발동시킵니다.",,,,A,+1,2.75
CARD.THE_BOMB,폭탄+,True,B,ml-published,B,AOE_OTHER;AOE_DAMAGE,광역,,,2,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,56,"3턴 후 턴 종료 시,
모든 적에게
피해를 50 줍니다.",,AOE,,B,0,1.98
CARD.THE_BOMB,폭탄,False,B,ml-published,B,AOE_OTHER;AOE_DAMAGE,광역,,"3턴 후 턴 종료 시,
모든 적에게
피해를 50 줍니다.",2,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,53,"3턴 후 턴 종료 시,
모든 적에게
피해를 40 줍니다.",,AOE,,B,0,1.96
CARD.THE_GAMBIT,포석+,True,C,ml-published,A,BLOCK,방어,,,0,Skill,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,70,"[gold]방어도[/gold]를 75 얻습니다.
이번 전투 동안
막히지 않은 공격 피해를
받는다면, 죽습니다.",,BLOCK,,C,-2,1.38
CARD.THE_GAMBIT,포석,False,C,ml-published,A,BLOCK,방어,,"[gold]방어도[/gold]를 75 얻습니다.
이번 전투 동안
막히지 않은 공격 피해를
받는다면, 죽습니다.",0,Skill,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,67,"[gold]방어도[/gold]를 50 얻습니다.
이번 전투 동안
막히지 않은 공격 피해를
받는다면, 죽습니다.",,BLOCK,,C,-2,1.38
CARD.THE_HUNT,사냥+,True,A,ml-published,A,EXHAUST_TAG,소모,,,1,Attack,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,67,"피해를 15 줍니다.
[gold]치명타[/gold]라면, 카드 보상을
추가로 얻습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,A,0,2.92
CARD.THE_HUNT,사냥,False,A,ml-published,A,EXHAUST_TAG,소모,,"피해를 15 줍니다.
[gold]치명타[/gold]라면, 카드 보상을
추가로 얻습니다.
[gold]소멸[/gold].",1,Attack,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,64,"피해를 10 줍니다.
[gold]치명타[/gold]라면, 카드 보상을
추가로 얻습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,A,0,2.70
CARD.THE_SCYTHE,사신의 낫+,True,C,ml-published,S,EXHAUST_TAG;SCALING,소모,,,2,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,73,"피해를 13 줍니다.
이 카드의 피해량이
영구적으로 4 증가합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|SCALING,,C,-3,1.02
CARD.THE_SCYTHE,사신의 낫,False,C,ml-published,A,EXHAUST_TAG;SCALING,소모,,"피해를 13 줍니다.
이 카드의 피해량이
영구적으로 4 증가합니다.
[gold]소멸[/gold].",2,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,70,"피해를 13 줍니다.
이 카드의 피해량이
영구적으로 3 증가합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|SCALING,,C,-3,1.03
CARD.THE_SEALED_THRONE,봉인된 왕좌+,True,S,ml-published,S,STAR_PRODUCER;INNATE_SELF;PLAY_TRIGGER,,,,1,Power,Ancient,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,73,"[gold]선천성[/gold].
카드를 사용할 때마다, [img]res://images/packed/sprite_fonts/star_icon.png[/img]을 얻습니다.",Innate,STAR,,S,0,3.72
CARD.THE_SEALED_THRONE,봉인된 왕좌,False,S,ml-published,A,STAR_PRODUCER;PLAY_TRIGGER,강화 가치,,"[gold]선천성[/gold].
카드를 사용할 때마다, [img]res://images/packed/sprite_fonts/star_icon.png[/img]을 얻습니다.",1,Power,Ancient,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,70,"카드를 사용할 때마다, [img]res://images/packed/sprite_fonts/star_icon.png[/img]을 얻습니다.",,STAR,,S,0,3.54
CARD.THE_SMITH,위대한 재련+,True,A,ml-published,A,,,,,1,Skill,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,63,[gold]단조[/gold] 40.,,,,A,0,2.82
CARD.THE_SMITH,위대한 재련,False,A,ml-published,A,,,,[gold]단조[/gold] 40.,1,Skill,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,60,[gold]단조[/gold] 30.,,,,A,0,2.58
CARD.THINKING_AHEAD,미래 예지+,True,A,ml-published,B,EXHAUST_TAG;DRAW,드로우,,,0,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,55,"카드를 2장 뽑습니다.
[gold]손[/gold]에 있는 카드를 1장
[gold]뽑을 카드 더미[/gold]
맨 위에 놓습니다.",Exhaust,,,A,0,2.78
CARD.THINKING_AHEAD,미래 예지,False,A,ml-published,A,EXHAUST_TAG;DRAW,드로우;소모,,"카드를 2장 뽑습니다.
[gold]손[/gold]에 있는 카드를 1장
[gold]뽑을 카드 더미[/gold]
맨 위에 놓습니다.",0,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,60,"카드를 2장 뽑습니다.
[gold]손[/gold]에 있는 카드를 1장
[gold]뽑을 카드 더미[/gold]
맨 위에 놓습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,A,0,2.83
CARD.THRASH,난타+,True,A,ml-published,S,EXHAUST_TAG;RANDOM,소모;주의,,,1,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,73,"피해를 6만큼 2번 줍니다.
[gold]손[/gold]에 있는 무작위 공격
카드를 1장 [gold]소멸[/gold]시키고,
그 카드의 피해량을
이 카드에 추가합니다.",,EXHAUST,,A,-1,2.89
CARD.THRASH,난타,False,A,ml-published,A,EXHAUST_TAG;RANDOM,소모;주의,,"피해를 6만큼 2번 줍니다.
[gold]손[/gold]에 있는 무작위 공격
카드를 1장 [gold]소멸[/gold]시키고,
그 카드의 피해량을
이 카드에 추가합니다.",1,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,70,"피해를 4만큼 2번 줍니다.
[gold]손[/gold]에 있는 무작위 공격
카드를 1장 [gold]소멸[/gold]시키고,
그 카드의 피해량을
이 카드에 추가합니다.",,EXHAUST,,A,-1,2.83
CARD.THRUMMING_HATCHET,고동치는 도끼+,True,A,ml-published,B,,,,,1,Attack,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,54,"피해를 14 줍니다.
다음 턴 시작 시, 이 카드를
다시 [gold]손[/gold]으로 가져옵니다.",,,,A,+1,2.49
CARD.THRUMMING_HATCHET,고동치는 도끼,False,A,ml-published,B,,,,"피해를 14 줍니다.
다음 턴 시작 시, 이 카드를
다시 [gold]손[/gold]으로 가져옵니다.",1,Attack,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,51,"피해를 11 줍니다.
다음 턴 시작 시, 이 카드를
다시 [gold]손[/gold]으로 가져옵니다.",,,,A,+1,2.74
CARD.THUNDER,벼락+,True,A,ml-published,B,,,,,1,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,59,"[gold]전기[/gold]를 [gold]발현[/gold]할 때마다,
적중한 적에게
피해를 8 줍니다.",,,,A,+1,2.75
CARD.THUNDER,벼락,False,A,ml-published,B,,,,"[gold]전기[/gold]를 [gold]발현[/gold]할 때마다,
적중한 적에게
피해를 8 줍니다.",1,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,56,"[gold]전기[/gold]를 [gold]발현[/gold]할 때마다,
적중한 적에게
피해를 6 줍니다.",,,,A,+1,2.80
CARD.THUNDERCLAP,천둥+,True,B,ml-published,A,AOE_OTHER;AOE_DAMAGE;DEBUFF;VULN,광역;취약,,,1,Attack,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,62,모든 적에게 피해를 7 주고 [gold]취약[/gold]을 1 부여합니다.,,AOE,,B,-1,2.01
CARD.THUNDERCLAP,천둥,False,B,ml-published,B,AOE_OTHER;AOE_DAMAGE;DEBUFF;VULN,광역;취약,,모든 적에게 피해를 7 주고 [gold]취약[/gold]을 1 부여합니다.,1,Attack,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,59,모든 적에게 피해를 4 주고 [gold]취약[/gold]을 1 부여합니다.,,AOE,,B,-1,2.02
CARD.TIMES_UP,때가 되었다+,True,C,ml-published,S,EXHAUST_TAG;DOOM_PRODUCER;RETAIN_SELF;DAMAGE,소모,,,2,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,75,"[gold]보존[/gold].
대상 적이 보유한 [gold]종말[/gold]만큼 피해를 줍니다.
[gold]소멸[/gold].",Exhaust|Retain,EXHAUST|DOOM,,C,-3,1.05
CARD.TIMES_UP,때가 되었다,False,C,ml-published,S,EXHAUST_TAG;DOOM_PRODUCER;DAMAGE,소모;강화 가치,,"[gold]보존[/gold].
대상 적이 보유한 [gold]종말[/gold]만큼 피해를 줍니다.
[gold]소멸[/gold].",2,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,72,"대상 적이 보유한 [gold]종말[/gold]만큼 피해를 줍니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|DOOM,,C,-3,1.18
CARD.TOOLS_OF_THE_TRADE,작업 도구+,True,S,ml-published,A,,,,,0,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,61,"내 턴 시작 시,
카드를 1장 뽑고
카드를 1장 버립니다.",,,,S,+1,3.38
CARD.TOOLS_OF_THE_TRADE,작업 도구,False,S,ml-published,B,,강화 가치++,0,,1,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,58,"내 턴 시작 시,
카드를 1장 뽑고
카드를 1장 버립니다.",,,,S,+1,3.40
CARD.TORIC_TOUGHNESS,고리형 강인함+,True,B,ml-published,B,BLOCK;DURATION,방어,,,2,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,55,"[gold]방어도[/gold]를 7 얻습니다.
다음 2턴 동안, 턴 시작 시
[gold]방어도[/gold]를 7 얻습니다.",,BLOCK,,B,0,2.11
CARD.TORIC_TOUGHNESS,고리형 강인함,False,B,ml-published,B,BLOCK;DURATION,방어,,"[gold]방어도[/gold]를 7 얻습니다.
다음 2턴 동안, 턴 시작 시
[gold]방어도[/gold]를 7 얻습니다.",2,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,52,"[gold]방어도[/gold]를 5 얻습니다.
다음 2턴 동안, 턴 시작 시
[gold]방어도[/gold]를 5 얻습니다.",,BLOCK,,B,0,2.19
CARD.TOXIC,유독성,False,D,ml-published,D,POISON;EXHAUST_TAG,소모,,,1,Status,Status,CARD_POOL.STATUS_CARD_POOL,CARD_POOL.STATUS_CARD_POOL,34,"내 턴 종료 시
이 카드가 [gold]손[/gold]에 있다면,
피해를 5 받습니다.
[gold]소멸[/gold].",Exhaust,POISON|EXHAUST,,D,0,0.00
CARD.TRACKING,추적+,True,S,ml-published,A,DEBUFF;WEAK,약화,,,1,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,63,"[gold]약화[/gold] 상태의 적이
공격 카드로 받는 피해가
2배가 됩니다.",,,,S,+1,3.90
CARD.TRACKING,추적,False,S,ml-published,B,DEBUFF;WEAK,약화;강화 가치+,1,,2,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,58,"[gold]약화[/gold] 상태의 적이
공격 카드로 받는 피해가
2배가 됩니다.",,,,S,+1,3.93
CARD.TRANSFIGURE,변형+,True,C,ml-published,S,SCALING;ENERGY;EXHAUST_TAG,,,,1,Skill,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,77,"[gold]손[/gold]에 있는 카드 1장에
[gold]재사용[/gold]을 1 추가합니다.
그 카드의 비용이
[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img] 증가합니다.",Exhaust,SCALING|ENERGY,,C,-3,1.25
